vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      835, 100011101110011011100000110001010001101000010001111111111001,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      1
      836, 011010111111111111100101011010110010100111010111111110100001,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      837, 011101111001011110001011101101000010001011101110010101100110,      1,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      1,      1,      1
      838, 011001111011101010000010000000010011111110100000000011101011,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0
      839, 100111110100100111110011011001011111011110001000110000000001,      1,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0
      840, 001001101101100100111100000010101110011111100000001101110011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1,      1
      841, 001111001000001100001010011011011011111110000111000010111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      842, 111000001110100110010011000001001011110110011001100100000100,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0
      843, 000000100000110011101000110111001001110111100100100100110100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      1,      1,      1
      844, 101010111111111111010100000011011100100000100110000110011011,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1
      845, 111110000010010110001010011001110011111100000010111110000011,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1,      0,      0
      846, 010001111001100100011010111001000010111101010110111000000111,      1,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1,      1,      1
      847, 101001100100101010111101111100010110000101110110010100010110,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
      848, 101000011011000010001010111110101000000000001010000001001101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      849, 101111101101001111100110000001110110011101011011111111111111,      0,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      850, 000110100010001110011111010111010010000001100001111000101001,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      851, 000110110111011100101110101101010110101010000011110001010011,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      1
      852, 001000000010100110010101101111110000110110111000100111100111,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      0,      1,      1,      0,      1
      853, 010100011011101111100101101111010100101010100111000100010011,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0
      854, 011000010010000101001110001000001000001101101110101001000010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1
      855, 001001011010110101011101000011100101010011100000010101010011,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1
      856, 011011110111101110110011101101000011101101101111100110110100,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1
      857, 100010110111011010100011000001000001000100111000010001000001,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0
      858, 011011001000010011000101010110110100101000110011100101001110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      1,      1
      859, 101000111010011101101110111001000010010100100101011110010101,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      860, 001100011001110100111101000110000000100011001111001110101101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
      861, 001110011000001110000011011100011010110001100011100100110111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1
      862, 110001111101100100110000100010110001100001110100111011110010,      1,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1,      1
      863, 111110011111110101001001111101001101001111110110000111011000,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1
      864, 110110101010000101100010100110111000100110100000000010011110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      865, 101000011101101100100110010111101100000001010000111100100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      1,      1,      0,      0
      866, 100101111111101011001000011110111100000010001011100010100001,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      867, 001000111100001000000011001001111110001010010000100110111111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
      868, 111010011000110111001011000001111111111110100110010101000010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1
      869, 011110001111010010011100100011100110000000101011101010100110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1
      870, 111100110101001111101110001110011111000000100000100000000010,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      871, 111101000111100011011101100000110000101011110101111110001000,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      0,      1,      0,      0,      1,      0,      1,      0,      0,      1,      1,      1,      1
      872, 011100111000111100111010101001001100011011100100101010101011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1
      873, 000100101011001101011011101011010111011000010011011100011010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      874, 101011111011011111110101101000111010101111011010010000000010,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      1
      875, 100000001111011101000000110110010011110110110110010111110010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1
      876, 100001010011101100001100110010101110110111101010101000000001,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1
      877, 011011110000000001001000001001101010001100000011101000100000,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0
      878, 110011111100100111100110001110011000010001101111111011000100,      1,      1,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      879, 100010111110010001101010010111010100010001111111110100111110,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1
      880, 101110000100000010101100000001100010001010111000010001000100,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
      881, 111100001011101111110010001101011100001011000001011001010000,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      882, 101011001111101110110101111101011101110001101010000000110001,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0
      883, 011010000100000011111111101101111011011111001001100110010011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1,      0
      884, 000000010101110001001000110110100100010001000000011111100001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      1,      1,      1,      1
      885, 010011001110101101100011101010111101000110110011100010000101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0
      886, 111100011011111001110011010011011100101000111001011110001110,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      887, 111010001100001001110100111010101011001010011100111001101111,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      888, 011011011001111000111111111010110111100111001110110011011001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      889, 010001110011101110001110000010011100011110111000000000001110,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0
      890, 101110101111001010000010101101011101010000001001111100111011,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      891, 010000001011100110001101011110010011001101110000011010110001,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      892, 111011110110000001010010100000011111000011110111100001110100,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      1,      0,      1,      0,      0
      893, 111000101011100101011001110010011010011001100010010101010000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1
      894, 011111100011010001000011000100010100111111100101111111111001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      895, 110000101111000011010001101000111100010101010001110010111100,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1
      896, 111011111011000110110011100110110011100110110010010101000100,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      897, 110100101001110110101001100000100100111000000101110010001100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1
      898, 011001010111100000011101010010110111101010100011010100111111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      899, 000011100001110101011110011110000010110100101111001010110110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1
      900, 001010001111000110010111100000001000100001011010000110011110,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      1,      0,      1,      0,      1,      0,      1,      0
      901, 111101100111100111011100010111001000011010111011001011111100,      0,      1,      0,      0,      1,      1,      0,      0,      1,      0,      1,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1
      902, 111011010001110001111010000111011111100100110111100100101010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      0,      1
      903, 000011111111000100011100110100101101100110011010100110110001,      1,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      0,      1,      1,      1,      0
      904, 010000111000001011000111010010001110101100110110001111011100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      905, 000110101010100101101000101101011111001110111011001111111001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      906, 110000100010010111001010010101101110001111111110101000000001,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1
      907, 000010011010000011011100000000001011110101100000011100100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1
      908, 000011010101110111010000110000011000000010000111000110001110,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      1,      0,      0
      909, 101101101111100000000110001010010001010110001011101111011101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      1,      0,      0
      910, 001011000100001000110011010100011011101011010100110011101000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      0
      911, 110000100000110000010010101101100010101010110100111111100001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0,      1
      912, 000100110101001010101000000111110000010110110001110010110000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0
      913, 101010011010000010110001100110011010001000010110010000110111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1
      914, 100100011001010101111011000110110110001011010111100100100000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1
      915, 000000010111110010111001011111000001001010100101101110111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      0,      1
      916, 000000010110011001111011000000011010100101101110000101001100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1
      917, 011100100111101010111001100011101010001111111101011001011010,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1
      918, 100011001001001010000001111111101110100100100110001111010110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1
      919, 011010110011000100111000011110111100110011101011010101000100,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      920, 001101100001010111010011011110011110010110010110111101101010,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      921, 100111010100000011000101110011011100000000111101101111101110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      922, 100000100010111111101011010111000111101111001101000001111100,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      0,      0
      923, 000001100000110001001110000011010001111011011110111001011100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1
      924, 001001010011100100010011010001110111000011010110101010011000,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      1,      1,      1
      925, 010100111001000001110001100100011111110010101101000100010111,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      0
      926, 011001000111010101011110001000100000000001011001010100101011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      0,      1,      1,      1,      0
      927, 001010111100100110111110001110000100101111110010000001001011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      1,      0,      0,      1,      0
      928, 111110111101010111101001011010000011100010000001110101010100,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      929, 100010001101010110000001111100110001001001110010110101001000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
      930, 101100001110101011100001000111111111010000101100010011010010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      1,      1
      931, 011100111010000101111100010100000010101110110111011101010010,      0,      0,      0,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      932, 001001100111101101010101110101011100010111101000101111101110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      0,      1,      0,      1,      1,      1,      1
      933, 101011001100010011110101001110010110011100101101110110001101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      934, 001111100110000010101100011100110100011101101010011001110101,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0,      1
      935, 010010001100001110000111101011010010001111011100010111111001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      936, 110101101111100101011001100110100011110011111101110011011111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1
      937, 100111100110000001100111011111111001101010110011101101000001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      1,      1,      0,      1
      938, 011110100001010010101000011101101101100001110111010100111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0
      939, 001111110000001111101100000100110010111100110001100001110110,      1,      1,      1,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0
      940, 011100110000100000010101101011001110110111011111010000001001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      1
      941, 100000110101101000000110110000100010101000111110010011001000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1
      942, 100010111011010000111100011010000101110100001010100101100100,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      1,      1,      1,      0,      1,      0,      1,      1
      943, 110011101101010011001000100101101101000100010000000001000101,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0
      944, 000000100010101100010011000111101101101000110001111011100011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      945, 001110000100111001111010111111001101001100001001111001010110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1
      946, 010111011000110001110101110001110011010010110000011100001101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      1,      1,      1
      947, 101101110010101010111111100100111111110111010001000001000000,      0,      1,      1,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1
      948, 001111001010010001101101010111010001110100011100110001001000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1,      0,      1,      0
      949, 000010001001011101100001111110111101110100000001101100101000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      0,      1,      0
      950, 001000001001011011111010101010110101011110001111001100010010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1
      951, 101011001111011111111111100010001000100101101000001000101000,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1,      0,      1,      1
      952, 010111101001000101100101111101011011101101010101010011011011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      953, 010100111001100101111101011010111011010100110011111001010001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      954, 010100000111011011010011101011011110011110100000000000001100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0
      955, 011011011110001100000101001011001111010101010010111000000000,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1
      956, 001100101111101001101011011011101000000110011111101011001100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1
      957, 101011110010101000000100001110110111111000110010110010110011,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      0,      0
      958, 010110010011011101000010001010101101111011111110000001000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      0,      1
      959, 000111000001000100111110001100000110100010100111111101000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      960, 111110101111010110001001011000110011011100110010010011001110,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1
      961, 000101011101101111011110100010111001101011000011101010111111,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      0,      1,      1,      0
      962, 011100000101011100110001110001000100001110101010001101100010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      1,      1,      1
      963, 010100111110110001101110001010101110101001010011000001101100,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      1,      0,      1,      1,      1
      964, 101011000000000111000110100000010010100111001111011111100001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1
      965, 101011110110111011001100010001000101100010100111000010010001,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      966, 100110111101010110100101011100011111001101001000101001110010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1
      967, 001010010110110001101100110101011111101000001001111111111111,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      968, 111111001011000100011100110011000101001001101101001110100110,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
